id,name,text,trans
0000000000000,スタッフ,では次の方、\nブースにお入りくださーい,那么下一位，请进展位哦\n
1027004060010,羽那,こんにちは────\nあ、前に駅で会った子だよね？,你好────\n啊，是不是之前在车站遇见的那个孩子？
0000000000000,女性,えっ、あ……\n覚えててくれたんですか……！？,诶，啊……\n你还记得我吗……!?
1027004060020,羽那,あはっ、うん,啊哈，嗯
1027004060030,羽那,…………この前の握手会\n出れなくてごめんね,…………那次握手会没能出席，真抱歉哦
0000000000000,女性,えっ、な、なんで謝るんですか……っ,诶，怎、为什么要道歉呢……っ
0000000000000,女性,だって、『スケジュールの都合』って\n発表になってたじゃないですかっ,因为不是已经说了『时间安排的问题』嘛!
0000000000000,女性,……そりゃあ、羽那ちゃんに会いたいからこそ\n色々言う人もいたかもしれないですけど,……那当然，正因为大家想见你，才会有人这么说的
0000000000000,女性,私は、忙しいなら\n無理しないでほしいなと思いました,我想，如果忙的话就不要逼自己了哦
0000000000000,女性,好きな人が、自分のために無理してるところを見るのは\n嫌だから……,毕竟看到喜欢的人为了我拼命勉强自己，我真的受不了……
1027004060040,羽那,──！,──！
1027004060050,羽那,そっか\n……それは、なんかわかる,原来如此\n……那我多少能理解
0000000000000,女性,それに……！　こうして無事\nハイタッチ＆トーク会で会えたわけですから！,而且……！正因为这样才能顺利\n在击掌＆谈话会上见面！
1027004060060,羽那,…………ふふっ,…………嘿嘿
1027004060070,羽那,……じゃあ\nハイタッチ──！,……那么\n来个击掌──！
0000000000000,スタッフ,はい、お時間でーす,好了，时间到啦
0000000000000,女性,ああ～～～\nワンマンライブの感想も話したかったのに～～……！！,啊～～～\n本来还想聊聊个人演唱会的感想呢～～……！！
1027004060080,羽那,────\n……ふふっ──！,────\n……嘿嘿──！
1027004060090,羽那,──大きいお仕事が終わったら、\nまたすぐ大きいお仕事がくるんだね,──大工作一结束，\n又会很快有大工作进来呢
0000000000000,プロデューサー,はは、そうだな\nしかも、大きなオファーがいくつもな……,哈哈，没错\n而且还有很多大邀约呢……
1027004060100,羽那,ねーっ,对吧——！
0000000000000,プロデューサー,……でもこうやって企画書とかを見てると\n羽那がちゃんと評価されてるんだなって思えて嬉しいよ,……不过看着这些企划书之类的文件，我觉得你真的被好好评价着，那真让我开心
1027004060110,羽那,ふふっ、そうなんだー,嘿嘿，原来如此呢
0000000000000,プロデューサー,羽那は資料を読んだ感じ、どうだった？,羽那，读了那些资料，感觉如何？
1027004060120,羽那,前はちょっとバラエティを\nやってみたいって思ってたけど,之前我还有点想试试综艺节目呢
1027004060130,羽那,またドラマやるのもいいよねー……,不过拍电视剧也好哦……
0000000000000,プロデューサー,！　そうか……！　ドラマの企画書には\nテレビ誌の表紙ジャックの話もあったよな,！是吗……！剧集企划书里也有提到\n电视杂志封面抢占的事情呢
1027004060140,羽那,あはっ、それは別に\nやってみたくもやってみたくなくもないけど,啊哈，这个嘛，其实并不是说完全不想试试看呢
0000000000000,プロデューサー,はは、そうなんだな……,哈哈，是这样呢……
0000000000000,プロデューサー,書店やコンビニに、羽那が表紙の雑誌がずらーっと\n並ぶの、きっといいと思うけどなぁ……！,在书店和便利店看到一排排以羽那为封面的杂志，我觉得一定很棒……！
1027004060150,羽那,えーっ？,诶——？
1027004060160,羽那,──でもね、ちゃんと決めてきたの,──不过呢，我可是已经好好决定了哦
0000000000000,プロデューサー,……！,……！
0000000000000,プロデューサー,それは嬉しいけど……\nでも、もっと時間をかけて考えたっていいんだぞ？,那虽然让我很开心……\n不过，也可以花更多的时间好好考虑的哦？
1027004060170,羽那,あはっ、ううん,啊哈，不不
1027004060180,羽那,ちゃんと考えて決めたよ,我真的花了心思才决定的哦
1027004060190,羽那,あたしは────,我呢────
info,produce_events/102700406.json,,
译者,o3-mini,,
