id,name,text,trans
1028005020010,はるき,はぁ……,唉……
0000000000000,友人,なんか、重いなぁ\nどしたー？,感觉你心情很低落啊\n怎么了？
1028005020020,はるき,今、アートスクールの短期講習に\n行ってるんだけどね……,最近在参加美术学校的\n短期培训班……
1028005020030,はるき,講評で下位グループだったの……\n美大は厳しいかもって,作品讲评时被分到了下游组……\n可能美院对我来说太难了
0000000000000,友人,あー…………そりゃへこむわ\nでもまだ行きはじめたばっかでしょ？,啊……确实会受打击呢\n不过你才刚开始学吧？
0000000000000,友人,……そもそも、行きたいんだっけ、美大,……话说回来，你是真的想考美院吗？
1028005020040,はるき,………………わかんない～,…………不知道～
1028005020050,はるき,才能もないのに目指していいものかと……,明明没有天赋还妄想追求这个……
0000000000000,友人,才能ないかどうかは、まだわかんなくない？,有没有天赋现在还不能下定论吧？
0000000000000,友人,それになくたって……\n大事なのは、行って学びたいかどうか、じゃない？,而且就算没有……\n重要的是你想不想去学习不是吗？
1028005020060,はるき,──────\nごもっともだよ～～～～,──────\n说得太对啦～～～～
0000000000000,友人,あははっ\nおもしろ,哈哈哈\n你真有意思
1028005020070,はるき,…………,…………
1028005020080,はるき,……こんな感じで、いいんでしょうか？,……这样弹可以吗？
0000000000000,ギター,うん、大丈夫大丈夫\nちゃんとできてるよ,嗯，没问题没问题\n弹得很标准哦
1028005020090,はるき,あ、あの！\nもっとこうしたらいいとか────,那、那个！\n有没有需要改进的地方────
0000000000000,ドラム,そうだな、うーん────,让我想想啊────
0000000000000,ドラム,ここまで来たら、あとは表情かな\nもっと、魅せるっていうか……,现阶段的话就是表情了吧\n要更有表现力那种感觉……
0000000000000,キーボード,あ、そうだね\n次は音に乗る、楽しむ方向性も意識してみるといいと思う,啊对的对的\n接下来可以试着注意配合音乐节奏，享受演奏的感觉
1028005020100,はるき,魅せる……楽しむ……,表现力……享受演奏……
0000000000000,ギター,そうだ、郁田兄とか、いいと思うよ\n参考にしてみれば？,对了，可以参考郁田大哥啊\n我觉得他很有借鉴价值
1028005020110,はるき,……兄を参考にするって\nちょっと、照れますね……,……要参考哥哥什么的\n感觉有点害羞呢……
0000000000000,キーボード,でも、ラッキーなことじゃない？\n身近にそんな素敵な見本がいるっていうのは,但这不是很幸运吗？\n身边就有这么优秀的榜样
0000000000000,先生,これで、みんなの進路調査が揃ったわね\nありがとう,这样大家的升学调查表都收齐了\n谢谢配合
0000000000000,先生,……郁田さんは美大進学コースね\n大変だけどあなたならきっとできるから,……郁田同学选择美院升学班呢\n虽然很辛苦但老师相信你能做到
1028005020120,はるき,…………\nあの、先生────,…………\n那个，老师────
1028005020130,はるき,美大に入れたとして、やっていけるでしょうか……,就算考上美院，我真的能坚持下去吗……
0000000000000,先生,……他にしたいことないなら\nとりあえず行ってみる、っていうのも手だし,……如果没有其他想做的事\n先试着去读也未尝不可
0000000000000,先生,進んでみないと、見えないこともあるわよ？\n若いんだし飛び込んでみたら,有些事只有亲身经历才能明白哦？\n趁着年轻勇敢尝试吧
1028005020140,はるき,──────……,──────……
1028005020150,はるき,いけば、わかる\n進んでみないと、わからない────,去了才会知道\n不迈出脚步就永远看不清────
1028005020160,はるき,じゃあ…………今は…………,那…………现在…………
0000000000000,友人,せんぱーい、どうすか\n『青春』つかめましたか,前辈～有收获吗\n抓住『青春』的感觉了吗
0000000000000,映像部の先輩,そんなに簡単につかめてたまるか,哪有这么容易就能抓住啊
0000000000000,友人,…………先輩\nあそこに悩める子羊がいますよ,…………前辈\n那边有只迷途的小羊哦
0000000000000,映像部の先輩,いるねー\nもしかして、私らに隠れて青春してるんじゃないのか……？,真的耶～\n该不会是在偷偷实践青春吧……？
0000000000000,映像部の先輩,いちお、押さえとくか,姑且拍下来吧
0000000000000,映像部の先輩,……すみませーん\n何、考えてるんですかー,……这位同学～\n在思考什么呢～
1028005020170,はるき,わ……！\n撮ってるんですか？　も～,哇……！\n在拍摄吗？真是的～
1028005020180,はるき,……何も、考えてないですー,……什么都没想啦～
1028005020190,はるき,──考えたって、\nきっと、見つかるものじゃないですから…………,──就算想了\n肯定也找不到答案…………
0000000000000,友人＆映像部の先輩,ふ～ん…………？,哦～…………？
0000000000000,キーボード,いやーかっこよかったでしょ、お兄ちゃん,刚才很帅对吧，你哥哥
1028005020200,はるき,楽しそうに音に乗ってる……っていうのは\nわかるような気がしました,"我好像能理解什么是\n""享受音乐节奏""的感觉了"
1028005020210,はるき,兄は、本当に昔から音楽好きだったから……,因为哥哥从小就真心热爱音乐……
0000000000000,キーボード,あら、はるきちゃんも好きでしょ？\n楽器始めた時期の差はあれど,哎呀，阳希不也很喜欢吗？\n虽然开始学乐器的时间不同
1028005020220,はるき,…………\nはい,…………\n嗯
1028005020230,はるき,……あの、今日ライブ見て思ったんですけど──,……那个，今天看完演出后我在想──
0000000000000,本のタイトル,『目を引く！　ビジュアルデザイン』\n『広がるアイデア　フライヤー・チラシのデザイン』,《吸睛！视觉设计》\n《灵感拓展：传单与海报设计》
0000000000000,姉,──また本を買ったの,──又买书了啊
1028005020240,はるき,バンドのフライヤー作ろうと思って\n演奏ではあまり役に立たないからせめても、ね,想给乐队设计宣传单\n既然演奏水平帮不上忙至少在这方面出点力
0000000000000,姉,……そんなことはないと思うけどね\nはるきが参加してくれるだけでも助かってるはずだし,……我觉得没这必要哦\n阳希能来参加就已经帮大忙了
1028005020250,はるき,──ごめんね\nあれもこれもって手を出して……心配かけてるよね,──对不起\n总是东一榔头西一棒槌的……让你担心了吧
0000000000000,姉,ふふっ、でもまぁ……\nあいつの言う通り、今だからできることかもしれないし,呵呵，不过呢……\n就像那家伙说的，有些事只有现在才能做
1028005020260,はるき,絵は……好きだよ\nずっと続けたいと思う──,画画……我是喜欢的\n想一直坚持下去──
1028005020270,はるき,だけど、それだけじゃなくて……何か、もっと\nどこかに何かがあるような気がして,但又不只是这样……总觉得\n在某个地方还有更重要的东西
0000000000000,姉,……そう思うんなら、きっと『ある』んだよ,……既然这么想，那肯定『存在』哦
0000000000000,姉,飛び出して、手を伸ばし続ける人には何かが降ってくるよ\nどんな形でかは、わからないけど──,勇敢追寻的人终会与它相遇\n虽然不知道会以什么形式──
0000000000000,姉,で、それが来たら────しっかり捕まえるんだよ,等它出现的时候────一定要牢牢抓住啊
1028005020280,はるき,────うん、ありがとう,────嗯，谢谢你
info,produce_events/102800502.json,,
译者,deepseek-chat,,
