id,name,text,trans
4901800560010,はるき,………………,"………………  "
0000000000000,プロデューサー,………………,"………………  "
4901800560020,はるき,プロデューサーさん\nわたし……ここにいて気が散りませんか？,"制片人先生\n我……呆在这里不会分心吗？  "
0000000000000,プロデューサー,いや？　全然\nはるきこそ……大丈夫か？,"不？一点儿也不\n倒是阳希……没事吧？  "
4901800560030,はるき,はい、それが……不思議なくらい,"是的，不过……奇怪到  "
4901800560040,はるき,音楽とか……そういうのもいらないです,"连音乐什么的……都不需要  "
4901800560050,はるき,あったかい……\nミルクティーとコーヒーの湯気だけあれば,"只要有温暖的……\n牛奶茶和咖啡的蒸汽就行  "
0000000000000,プロデューサー,………うん,"………嗯  "
0000000000000,プロデューサー,──なんと、ふたりが休憩に入れたあかつきには\n豪華チョコフォンデュの会が開催されます,"──居然，当你们两个人开始休息时\n将举办豪华巧克力火锅会  "
4901800560060,はるき,……じゃあ、お互いもう少しがんばりましょうか\n切りのいいところまで,……那么，我们也再坚持一下吧\n坚持到刚好结束的时刻
info,special_communications/490180056.json,,
译者,o3-mini,,
